1601	inf
1602	inf
1603	inf
1604	inf
1605	inf
1606	inf
1607	inf
1608	inf
1609	inf
1610	inf
1611	inf
1612	inf
1613	inf
1614	inf
1615	inf
1616	inf
1617	inf
1618	inf
1619	inf
1620	inf
1621	inf
1622	inf
1623	inf
1624	inf
1625	inf
1626	inf
1627	inf
1628	inf
1629	inf
1630	inf
1631	inf
1632	inf
1633	inf
1634	inf
1635	inf
1636	inf
1637	inf
1638	inf
1639	inf
1640	inf
1641	inf
1642	inf
1643	inf
1644	inf
1645	inf
1646	inf
1647	inf
1648	inf
1649	inf
1650	inf
1651	inf
1652	inf
1653	inf
1654	inf
1655	inf
1656	inf
1657	inf
1658	inf
1659	inf
1660	inf
1661	inf
1662	inf
1663	inf
1664	inf
1665	inf
1666	inf
1667	inf
1668	inf
1669	inf
1670	inf
1671	inf
1672	inf
1673	inf
1674	inf
1675	inf
1676	inf
1677	inf
1678	inf
1679	inf
1680	inf
1681	inf
1682	inf
1683	inf
1684	inf
1685	inf
1686	inf
1687	inf
1688	inf
1689	inf
1690	inf
1691	inf
1692	inf
1693	inf
1694	inf
1695	inf
1696	inf
1697	inf
1698	inf
1699	inf
1700	inf
1701	inf
1702	inf
1703	inf
1704	inf
1705	inf
1706	inf
1707	inf
1708	inf
1709	inf
1710	inf
1711	inf
1712	inf
1713	inf
1714	inf
1715	inf
1716	inf
1717	inf
1718	inf
1719	inf
1720	inf
1721	inf
1722	inf
1723	inf
1724	inf
1725	inf
1726	inf
1727	inf
1728	inf
1729	inf
1730	inf
1731	inf
1732	inf
1733	inf
1734	inf
1735	inf
1736	inf
1737	inf
1738	inf
1739	inf
1740	inf
1741	inf
1742	inf
1743	inf
1744	inf
1745	inf
1746	inf
1747	inf
1748	inf
1749	inf
1750	inf
1751	inf
1752	inf
1753	inf
1754	inf
1755	inf
1756	inf
1757	inf
1758	inf
1759	inf
1760	inf
1761	inf
1762	inf
1763	inf
1764	inf
1765	inf
1766	inf
1767	inf
1768	inf
1769	inf
1770	inf
1771	inf
1772	inf
1773	inf
1774	inf
1775	inf
1776	inf
1777	inf
1778	inf
1779	inf
1780	inf
1781	inf
1782	inf
1783	inf
1784	inf
1785	inf
1786	inf
1787	inf
1788	inf
1789	inf
1790	inf
1791	inf
1792	inf
1793	inf
1794	inf
1795	inf
1796	inf
1797	inf
1798	inf
1799	inf
1800	inf
1801	inf
1802	inf
1803	inf
1804	inf
1805	inf
1806	inf
1807	inf
1808	inf
1809	inf
1810	inf
1811	inf
1812	inf
1813	inf
1814	inf
1815	inf
1816	inf
1817	inf
1818	inf
1819	inf
1820	inf
1821	inf
1822	inf
1823	inf
1824	inf
1825	inf
1826	inf
1827	inf
1828	inf
1829	inf
1830	inf
1831	inf
1832	inf
1833	inf
1834	inf
1835	inf
1836	inf
1837	inf
1838	inf
1839	inf
1840	inf
1841	inf
1842	inf
1843	inf
1844	inf
1845	inf
1846	inf
1847	inf
1848	inf
1849	inf
1850	inf
1851	inf
1852	inf
1853	inf
1854	inf
1855	inf
1856	inf
1857	inf
1858	inf
1859	inf
1860	inf
1861	inf
1862	inf
1863	inf
1864	inf
1865	inf
1866	inf
1867	inf
1868	inf
1869	inf
1870	inf
1871	inf
1872	inf
1873	inf
1874	inf
1875	inf
1876	inf
1877	inf
1878	inf
1879	inf
1880	inf
1881	inf
1882	inf
1883	inf
1884	inf
1885	inf
1886	inf
1887	inf
1888	inf
1889	inf
1890	inf
1891	inf
1892	inf
1893	inf
1894	inf
1895	inf
1896	inf
1897	inf
1898	inf
1899	inf
1900	inf
1901	inf
1902	inf
1903	inf
1904	inf
1905	inf
1906	inf
1907	inf
1908	inf
1909	inf
1910	inf
1911	inf
1912	inf
1913	inf
1914	inf
1915	inf
1916	inf
1917	inf
1918	inf
1919	inf
1920	inf
1921	inf
1922	inf
1923	inf
1924	inf
1925	inf
1926	inf
1927	inf
1928	inf
1929	inf
1930	inf
1931	inf
1932	inf
1933	inf
1934	inf
1935	inf
1936	inf
1937	inf
1938	inf
1939	inf
1940	inf
1941	inf
1942	inf
1943	inf
1944	inf
1945	inf
1946	inf
1947	inf
1948	inf
1949	inf
1950	inf
1951	inf
1952	inf
1953	inf
1954	inf
1955	inf
1956	inf
1957	inf
1958	inf
1959	inf
1960	inf
1961	inf
1962	inf
1963	inf
1964	inf
1965	inf
1966	inf
1967	inf
1968	inf
1969	inf
1970	inf
1971	inf
1972	inf
1973	inf
1974	inf
1975	inf
1976	inf
1977	inf
1978	inf
1979	inf
1980	inf
1981	inf
1982	inf
1983	inf
1984	inf
1985	inf
1986	inf
1987	inf
1988	inf
1989	inf
1990	inf
1991	inf
1992	inf
1993	inf
1994	inf
1995	inf
1996	inf
1997	inf
1998	inf
1999	inf
2000	inf
2001	inf
2002	inf
2003	inf
2004	inf
2005	inf
2006	inf
2007	inf
2008	inf
2009	inf
2010	inf
2011	inf
2012	inf
2013	inf
2014	inf
2015	inf
2016	inf
2017	inf
2018	inf
2019	inf
2020	inf
2021	inf
2022	inf
2023	inf
2024	inf
2025	inf
2026	inf
2027	inf
2028	inf
2029	inf
2030	inf
2031	inf
2032	inf
2033	inf
2034	inf
2035	inf
2036	inf
2037	inf
2038	inf
2039	inf
2040	inf
2041	inf
2042	inf
2043	inf
2044	inf
2045	inf
2046	inf
2047	inf
2048	inf
2049	inf
2050	inf
2051	inf
2052	inf
2053	inf
2054	inf
2055	inf
2056	inf
2057	inf
2058	inf
2059	inf
2060	inf
2061	inf
2062	inf
2063	inf
2064	inf
2065	inf
2066	inf
2067	inf
2068	inf
2069	inf
2070	inf
2071	inf
2072	inf
2073	inf
2074	inf
2075	inf
2076	inf
2077	inf
2078	inf
2079	inf
2080	inf
2081	inf
2082	inf
2083	inf
2084	inf
2085	inf
2086	inf
2087	inf
2088	inf
2089	inf
2090	inf
2091	inf
2092	inf
2093	inf
2094	inf
2095	inf
2096	inf
2097	inf
2098	inf
2099	inf
2100	inf
2101	inf
2102	inf
2103	inf
2104	inf
2105	inf
2106	inf
2107	inf
2108	inf
2109	inf
2110	inf
2111	inf
2112	inf
2113	inf
2114	inf
2115	inf
2116	inf
2117	inf
2118	inf
2119	inf
2120	inf
2121	inf
2122	inf
2123	inf
2124	inf
2125	inf
2126	inf
2127	inf
2128	inf
2129	inf
2130	inf
2131	inf
2132	inf
2133	inf
2134	inf
2135	inf
2136	inf
2137	inf
2138	inf
2139	inf
2140	inf
2141	inf
2142	inf
2143	inf
2144	inf
2145	inf
2146	inf
2147	inf
2148	inf
2149	inf
2150	inf
2151	inf
2152	inf
2153	inf
2154	inf
2155	inf
2156	inf
2157	inf
2158	inf
2159	inf
2160	inf
2161	inf
2162	inf
2163	inf
2164	inf
2165	inf
2166	inf
2167	inf
2168	inf
2169	inf
2170	inf
2171	inf
2172	inf
2173	inf
2174	inf
2175	inf
2176	inf
2177	inf
2178	inf
2179	inf
2180	inf
2181	inf
2182	inf
2183	inf
2184	inf
2185	inf
2186	inf
2187	inf
2188	inf
2189	inf
2190	inf
2191	inf
2192	inf
2193	inf
2194	inf
2195	inf
2196	inf
2197	inf
2198	inf
2199	inf
2200	inf
2201	inf
2202	inf
2203	inf
2204	inf
2205	inf
2206	inf
2207	inf
2208	inf
2209	inf
2210	inf
2211	inf
2212	inf
2213	inf
2214	inf
2215	inf
2216	inf
2217	inf
2218	inf
2219	inf
2220	inf
2221	inf
2222	inf
2223	inf
2224	inf
2225	inf
2226	inf
2227	inf
2228	inf
2229	inf
2230	inf
2231	inf
2232	inf
2233	inf
2234	inf
2235	inf
2236	inf
2237	inf
2238	inf
2239	inf
2240	inf
2241	inf
2242	inf
2243	inf
2244	inf
2245	inf
2246	inf
2247	inf
2248	inf
2249	inf
2250	inf
2251	inf
2252	inf
2253	inf
2254	inf
2255	inf
2256	inf
2257	inf
2258	inf
2259	inf
2260	inf
2261	inf
2262	inf
2263	inf
2264	inf
2265	inf
2266	inf
2267	inf
2268	inf
2269	inf
2270	inf
2271	inf
2272	inf
2273	inf
2274	inf
2275	inf
2276	inf
2277	inf
2278	inf
2279	inf
2280	inf
2281	inf
2282	inf
2283	inf
2284	inf
2285	inf
2286	inf
2287	inf
2288	inf
2289	inf
2290	inf
2291	inf
2292	inf
2293	inf
2294	inf
2295	inf
2296	inf
2297	inf
2298	inf
2299	inf
2300	inf
2301	inf
2302	inf
2303	inf
2304	inf
2305	inf
2306	inf
2307	inf
2308	inf
2309	inf
2310	inf
2311	inf
2312	inf
2313	inf
2314	inf
2315	inf
2316	inf
2317	inf
2318	inf
2319	inf
2320	inf
2321	inf
2322	inf
2323	inf
2324	inf
2325	inf
2326	inf
2327	inf
2328	inf
2329	inf
2330	inf
2331	inf
2332	inf
2333	inf
2334	inf
2335	inf
2336	inf
2337	inf
2338	inf
2339	inf
2340	inf
2341	inf
2342	inf
2343	inf
2344	inf
2345	inf
2346	inf
2347	inf
2348	inf
2349	inf
2350	inf
2351	inf
2352	inf
2353	inf
2354	inf
2355	inf
2356	inf
2357	inf
2358	inf
2359	inf
2360	inf
2361	inf
2362	inf
2363	inf
2364	inf
2365	inf
2366	inf
2367	inf
2368	inf
2369	inf
2370	inf
2371	inf
2372	inf
2373	4024.717905444806
2374	4024.717905444806
2375	4007.1067391906763
2376	4007.1067391906763
2377	4007.1067391906763
2378	4007.1067391906763
2379	4007.1067391906763
2380	4007.1067391906763
2381	4007.1067391906763
2382	4007.1067391906763
2383	4007.1067391906763
2384	4007.1067391906763
